"B1_Bayes" "B2_Bayes" "B3_Bayes" "SD1_Bayes" "SD2_Bayes" "SD3_Bayes" "CI1_Bayes" "CI2_Bayes" "CI3_Bayes" "N1" "N2" "N3" "B1_SeBR" "B2_SeBR" "B3_SeBR" "SD1_SeBRs" "SD2_SeBR" "SD3_SeBR" "CI1_SeBR" "CI2_SeBR" "CI3_SeBR" "IMSEBuLTM" "IMSESeBR" "MAEBuLTM" "MAESeBR"
0.711989401368576 0.508967432778462 0.439481099710597 0.0815911822147332 0.142040550173855 0.118563026511368 1 1 1 1281 1912 1504 0.663747527094271 0.38283465728627 0.406705857615496 0.107417390207159 0.142917158026233 0.121290149869888 1 1 1 0.00378586418206615 0.00417230637966704 0.64544501984358 0.703029072697291
0.716321223826875 0.272962711628419 0.609568608081543 0.0892196811483731 0.151773061390938 0.0990775636725465 1 1 1 2315 1500 1886 0.653605819336464 0.364908861464139 0.490763691929177 0.11804508244981 0.145597856754533 0.117482187124137 1 1 1 0.00456654356030874 0.00372899250935325 0.885216479320269 0.901975775432799
0.523780864719024 0.686881765719115 0.470437923486872 0.100848917895881 0.11359215523597 0.0973121764510168 1 1 1 1834 1970 2074 0.567308097593214 0.700987603104015 0.519365040479044 0.107108932379681 0.142398903440977 0.10433867562895 1 1 1 0.00376901091024238 0.00238020093524566 0.467856975285108 0.564556964722658
0.425946847203698 0.725371193654229 0.50564874954437 0.115330061896237 0.11159858049519 0.104781554305463 1 1 1 2327 1763 1838 0.425739666081153 0.650046289038197 0.500537592801744 0.11715329228935 0.139581823632951 0.115277627456464 1 1 1 0.00457458436548259 0.00478681871392997 0.812130813421035 0.852164191551302
0.464371147439753 0.683626392839211 0.527465760886194 0.089000351721557 0.123252399373898 0.12526670732893 1 1 1 1261 1358 1108 0.49388220468193 0.587894218864296 0.532447164239184 0.107141872315423 0.152527916032067 0.126585045795026 1 1 1 0.0036693007761286 0.00276889584739342 0.751293841625887 0.796411312736382
0.341775424224655 0.791366874558274 0.461140509869334 0.130629181816542 0.105350894276108 0.126987154749707 1 1 1 1129 1056 1148 0.364118923623417 0.859687632016093 0.497599429137812 0.114989645735428 0.14340116284074 0.110085852626836 1 1 1 0.00512540880134986 0.00495600438629672 1.10767223694008 1.02045182688912
0.64251422525197 0.321493443905626 0.667992613497735 0.0839319686570941 0.146024757107651 0.096150415042593 1 1 1 1339 2521 1549 0.671684870039462 0.350476618097812 0.618374863588652 0.101423291120917 0.133704450558767 0.111750651517833 1 1 1 0.0035346557164644 0.00353801552100184 0.992807972544389 0.94814756356375
0.648601364918827 0.574136235056391 0.456833563410808 0.102178245137231 0.139011211773484 0.105984370939535 1 1 1 1644 1741 1919 0.683990695158034 0.595825277583966 0.414634427096479 0.120558589330878 0.14864405947326 0.114268406320293 1 1 1 0.00338598612666114 0.00352862790949886 0.678878443536802 0.715552262593874
0.506884248773744 0.641519283252425 0.543381035855263 0.103230639456745 0.122419231047305 0.103074978784608 1 1 1 1278 1379 1498 0.534131154636351 0.665164613005017 0.547943101617851 0.117691711150479 0.138134288410908 0.106397966907334 1 1 1 0.00289691968701244 0.00271393124608773 0.414395528103556 0.530272706645312
0.445212553718201 0.673658701521973 0.546951349051707 0.138766978351991 0.128235294843001 0.114567006867594 1 1 1 1766 2208 1367 0.388770689664185 0.638683843530004 0.550384204827473 0.11616323168982 0.141121421416161 0.105356893846767 1 1 1 0.00326003026258825 0.0034528053484951 0.894429279065775 0.887864145208024
