"B1_Bayes" "B2_Bayes" "B3_Bayes" "SD1_Bayes" "SD2_Bayes" "SD3_Bayes" "CI1_Bayes" "CI2_Bayes" "CI3_Bayes" "N1" "N2" "N3" "B1_SeBR" "B2_SeBR" "B3_SeBR" "SD1_SeBRs" "SD2_SeBR" "SD3_SeBR" "CI1_SeBR" "CI2_SeBR" "CI3_SeBR" "IMSEBuLTM" "IMSESeBR" "MAEBuLTM" "MAESeBR"
0.726868715343797 0.49211399701836 0.427475084093935 0.0842179394147688 0.154343714471279 0.125887982598869 1 1 1 1214 1584 1737 0.651396123606934 0.40137631037116 0.399662814108001 0.108997597715591 0.142154453367844 0.119389006410888 1 1 1 0.00405474286698939 0.00422008633101672 0.64081223800498 0.702698642166843
0.701025344347802 0.258472564741287 0.638458011172876 0.0919768482071419 0.131122293228907 0.0921005171807949 1 0 1 671 2146 522 0.65468780882467 0.363844543005155 0.492143173522018 0.115771597053345 0.14051809305967 0.116787670080372 1 1 1 0.00509407453826061 0.00393301166280694 0.876216479320269 0.906332274203488
0.54988147112817 0.662081550778949 0.476956000199387 0.0998034653656524 0.113257264438694 0.0949282459682961 1 1 1 502 775 765 0.563018948353041 0.703229923400431 0.510342756191559 0.113921706009565 0.142811847097877 0.100375499272036 1 1 1 0.00348744054162672 0.00238549710028696 0.46981844665078 0.567748748532336
0.428567976467177 0.732336424949506 0.49355728474239 0.115034231055587 0.107816846916366 0.10754448341902 1 1 1 833 893 745 0.422753756095182 0.646769856223225 0.502351497517696 0.114423829430877 0.139368990747434 0.11226205806334 1 1 1 0.0050549556100426 0.00479401805029326 0.817130813421036 0.860255589354113
0.450926716478427 0.672414392091562 0.555445705181925 0.0839048549781394 0.120486869236147 0.120232870652025 1 1 1 912 1372 1133 0.489879292332548 0.590394575805204 0.534572822464043 0.110397625711882 0.150680828919862 0.124427545796641 1 1 1 0.0045052455212824 0.00289084640085055 0.769008414655553 0.799862296645616
0.306642640765498 0.785772821866953 0.500598991002749 0.127221204933763 0.0975780821606179 0.110610947733078 0 1 1 367 1060 575 0.369081352054359 0.85952707104888 0.496747346214853 0.1191517484813 0.156748229010958 0.106487986518959 1 1 1 0.00582133397479749 0.00450193642034155 1.13517223694008 1.00935963361782
0.623847845245373 0.323035652537651 0.682433079806673 0.0921613954830833 0.151855522864759 0.0959337865115784 1 1 1 686 1750 929 0.670573513648993 0.347555999334938 0.624900909901704 0.103815751741725 0.13260167187967 0.11202990546256 1 1 1 0.00350546377273645 0.00343981788195788 1.01421700136207 0.946134229348378
0.644508795200711 0.575158631132621 0.459423456258752 0.10393871759281 0.140826164102136 0.110029403820451 1 1 1 1166 981 1526 0.683778859774022 0.592250400139994 0.416953634683912 0.122333916983885 0.145612824514267 0.117349695858459 1 1 1 0.00340819489280973 0.00347882554640953 0.669378443536802 0.709208674024081
0.517419507314856 0.612696139617607 0.564265397398844 0.102842936179232 0.130377603712884 0.104497319792936 1 1 1 1156 923 1222 0.525699649606051 0.664526358174223 0.546100271228692 0.119274802093712 0.138035386578862 0.105591762193402 1 1 1 0.00270108434943224 0.00259617294821122 0.395575212100313 0.520316245230925
0.457556213739275 0.687218338651362 0.51266122176559 0.141597111253531 0.139438236320307 0.126778806318484 1 1 1 982 1499 539 0.392526804874342 0.627553026870379 0.554998615578999 0.112411141862668 0.140958416459031 0.104165904831332 1 1 1 0.00380983579248489 0.00339974720697267 0.891137851053155 0.887133772649189
0.400911883553623 0.430320952240435 0.791369478496418 0.0944300832623989 0.121873938499671 0.0637538186624099 1 1 0 796 1386 478 0.537930545673126 0.471307417123718 0.692218584284756 0.108099130340191 0.12428574685636 0.114411332663432 1 1 1 0.00418109476210369 0.00261866083237882 0.755288214110688 0.676445246090972
0.483673931253016 0.790826044699045 0.323027991962449 0.107388817021588 0.0939238310738041 0.126339409997016 1 1 0 1503 1126 1687 0.496506893354991 0.852095647809476 0.320165646938396 0.106324682422306 0.144187331802038 0.11617631078029 1 1 1 0.00297340198233084 0.00349968745515991 1.11163670711132 1.08804883797108
0.578953310976929 0.624754642754547 0.499765200552872 0.0825724056977084 0.102638512893884 0.0859229991162687 1 1 1 30 55 15 0.550449113517548 0.744329729443921 0.485442194722264 0.111505830699475 0.143196688677471 0.114455877776301 1 1 1 0.00301646634193027 0.00269342686347048 0.870546505880494 0.878981017041677
0.484341040483349 0.744318978863 0.418449339350551 0.112300229303456 0.103175442576382 0.114261669921107 1 1 1 1109 581 1658 0.506791220312441 0.830973600778721 0.385726258777641 0.111336895888371 0.140042116571392 0.114733976206535 1 1 1 0.00324890221703214 0.00399405732264807 0.878219269658844 0.793120144315507
0.433723323488066 0.586856964294308 0.656793857520241 0.113906025716887 0.126324369241793 0.084743202360373 1 1 1 1468 492 560 0.480473026281387 0.604004355310609 0.765521555494422 0.115599711553671 0.139465052323447 0.111809376770978 1 1 1 0.00314178486097468 0.00447836645091682 0.830185269324481 0.841623118163376
0.614959048216776 0.485733063326903 0.598243795288909 0.0843212726644809 0.120588691734159 0.0796769228710374 1 1 1 608 457 766 0.626718924803066 0.440553970707645 0.663979625886004 0.113443418953098 0.127029787197246 0.106926872726077 1 1 1 0.00219356792536887 0.00248131358436836 0.997983782279787 0.9420518742661
0.279409093900775 0.778050725743825 0.522407554793004 0.135855288119332 0.105628284828701 0.118553348611476 0 1 1 1509 845 1805 0.395302179381627 0.746339783520863 0.457020132667037 0.113404128009952 0.142620434094109 0.102729341634277 1 1 1 0.00534864531977051 0.00342781885684352 1.01172213344469 0.967886380387624
0.550355888587868 0.60959417451275 0.529259677464488 0.118765631466385 0.142776851315389 0.104443177557339 1 1 1 1256 1552 985 0.506725129566939 0.550871409746666 0.543143010491865 0.116750132753687 0.139416867150751 0.111370938933181 1 1 1 0.00397971415520997 0.00419066789207501 0.667466885894533 0.711116982493488
0.631950250472837 0.392254144766783 0.634535320072525 0.0962575874605508 0.164596933913589 0.0882828324571152 1 1 1 1338 1820 1271 0.778311012745338 0.291253524245667 0.670728687894046 0.129202211506464 0.14858659565173 0.109438896162156 1 1 1 0.00331849006686118 0.00454028691825632 0.541769550875712 0.601505201160015
