"B1_Bayes" "B2_Bayes" "B3_Bayes" "SD1_Bayes" "SD2_Bayes" "SD3_Bayes" "CI1_Bayes" "CI2_Bayes" "CI3_Bayes" "N1" "N2" "N3" "B1_SeBR" "B2_SeBR" "B3_SeBR" "SD1_SeBRs" "SD2_SeBR" "SD3_SeBR" "CI1_SeBR" "CI2_SeBR" "CI3_SeBR" "IMSEBuLTM" "IMSESeBR" "MAEBuLTM" "MAEBuLTM2" "MAESeBR"
0.698579538896142 0.56476102621836 0.383110674275156 0.0756904590440902 0.152001086559822 0.132045498971486 1 1 1 391 521 276 0.550101983368558 0.431188429681038 0.398378951098925 0.111151848749681 0.14921390092689 0.12476267519416 1 1 1 0.00381133394391417 0.00454533582557257 1.06581965820238 1.23754087927895 1.04103784347489
0.714902191470139 0.554199669813884 0.400189835295107 0.0690710611560314 0.100735587465774 0.0819305561807188 1 1 0 884 847 1341 0.601319414014455 0.419828738878302 0.418344249517238 0.105632393518549 0.1372665031431 0.107269114441858 1 1 1 0.00379406194223019 0.00574735327312026 1.07122399986581 1.17739395071505 1.13142882726632
0.484819938724977 0.573074546572492 0.637478545975262 0.0796725713785262 0.118334738875859 0.0990606198783847 1 1 1 348 392 495 0.387468742824455 0.501751917582236 0.384217672749307 0.105566100891095 0.151696660164067 0.135462443859573 1 1 1 0.00261744246601233 0.00564441515829102 1.06301091271421 1.66082923411798 1.10990903922908
0.696605711796325 0.340199401146138 0.603988289167648 0.103071046195509 0.13730782552227 0.0688074826940244 1 1 1 695 842 718 0.517660783355362 0.341034358651589 0.56626586857234 0.114698837744548 0.14060141289693 0.115654664309036 1 1 1 0.00285173925879053 0.00534127462343171 0.887104382382416 1.04375170487588 0.873114426127531
0.589779319648439 0.471430009113569 0.63074015448278 0.0879213094896561 0.128186194664842 0.089034393496627 1 1 1 1547 1723 1821 0.579595515467466 0.355608496769072 0.430710810122001 0.11252815900652 0.138603764048784 0.11152197419071 1 1 1 0.00246951860936594 0.00545852570293761 1.10235418303844 1.83229651195404 1.15462805010689
0.447077921337562 0.811149781459255 0.34790949688841 0.0831089043406496 0.0710783195408534 0.0957204742108698 1 0 0 1121 311 1228 0.290030667524239 0.926512850079367 0.0704963124804656 0.108031571390828 0.148438708384696 0.114818368414597 1 1 1 0.00318027605240556 0.006664626591991 0.514602974118008 1.81654588506254 0.630106850666397
0.656119742010147 0.494905356130292 0.557282420304945 0.0559029702267085 0.0869820114611688 0.0576573333086977 1 1 1 562 1215 629 0.522440872662427 0.370146075527753 0.496740394486033 0.117155290072675 0.134455855673052 0.108235069356094 1 1 1 0.00371381793659624 0.00612019086784143 0.959218091620288 1.30463644934835 1.02362107235411
0.485517973723785 0.546181441858645 0.659430266543037 0.0886799562751633 0.122312977768945 0.0910660944581116 1 1 1 1039 1117 514 0.229511805706286 0.377908709265337 0.631549286626506 0.111912795292191 0.139709020990644 0.113924200842784 1 1 1 0.00335807483718709 0.00601380511074746 1.18727005829752 2.06793399730269 1.08811092087644
0.525612440698384 0.662654540459252 0.506567618255417 0.07628843399945 0.108425766286405 0.102179756134019 1 1 1 662 967 411 0.581903725733141 0.274572575878682 0.576068377748795 0.104636387225194 0.135584548919486 0.120230152060218 1 1 1 0.00297225158634495 0.00454258437205162 0.937290649473079 2.20651241717002 1.06408563978597
0.569019641724753 0.262268585047651 0.766733855560835 0.0703297517685298 0.109838165139408 0.0504502115002988 1 0 0 1288 1295 966 0.500163996197159 0.274830941634731 0.830876302165537 0.119322345623504 0.131929685463861 0.116595604169223 1 1 1 0.00618499453103299 0.00672537609221762 0.472400033601729 1.83033590768762 0.604446488379774
0.493608873640272 0.611324439884838 0.595748448367189 0.0936086575644754 0.115253677076204 0.0753487580328638 1 1 1 442 965 479 0.389093630625194 0.507434111396781 0.444050202658912 0.111845496052612 0.151517177917765 0.114304452208963 1 1 1 0.00283418816901681 0.00479808047837057 0.964588594763369 1.83652042967088 0.909593359835281
0.669530438899467 0.433033406340874 0.584676674989911 0.0654581286152666 0.118765437827997 0.0630859947849032 1 1 1 786 1682 827 0.566317879022381 0.339094470979175 0.415826714247914 0.13357693187412 0.140935982510307 0.101386621687533 1 1 1 0.00502379170312283 0.0045849547315584 0.85073120691693 2.09529912889547 0.95218964084103
0.546311269041103 0.563329642705354 0.595813286022967 0.0907958280187047 0.127709429532094 0.0682932117823205 1 1 1 1088 1261 891 0.421309353738719 0.586922145740762 0.334069003590647 0.106313833536664 0.141023214763804 0.111610606611639 1 1 1 0.00259330394330621 0.00432235819583693 0.913391013953901 1.65392617273706 0.895815204037902
0.480218137444171 0.650805716115659 0.5527595825553 0.10709661914522 0.125306664923066 0.114620833503529 1 1 1 471 681 1240 0.39402512496094 0.506024510672682 0.366535854834568 0.112218381825198 0.147582293467716 0.110497442575637 1 1 1 0.00370283282279602 0.00524758178650607 1.18885646388376 2.07951724833869 1.22101216862577
0.57974247240077 0.624192691554613 0.486933146581941 0.103665454854471 0.130472697694135 0.0970458952237481 1 1 1 1528 2172 1578 0.387097526014066 0.45788974355256 0.451592462813819 0.109918844938666 0.132374513766305 0.104962075740295 1 1 1 0.00261230017479256 0.00531855444845619 1.07876946133908 2.148592042084 1.15810190210008
0.588736692505433 0.534327776409619 0.585275285516361 0.0776926314759895 0.117345047097001 0.0744050057609245 1 1 1 883 474 632 0.50498489654446 0.371946138755127 0.493846955473992 0.107999116311846 0.135093687206911 0.109659699477738 1 1 1 0.00347506543852859 0.00387174109425139 0.638109860098211 1.81062121514416 0.785881833484468
0.55478709494911 0.469801463925591 0.66357657010502 0.0824823396612606 0.130813780208952 0.0851833955562174 1 1 1 1578 1974 1292 0.440387403191483 0.248655834320452 0.697568586337552 0.112748027402537 0.133379175248721 0.111256611652073 1 1 1 0.00311230684131938 0.00558736418653834 0.936959828358565 1.44291747107555 0.94635389394812
0.592893151725732 0.418716674621519 0.663218342214288 0.0891891787450313 0.139139039782174 0.077391417727171 1 1 1 1157 1283 1044 0.460829712883425 0.438150033538971 0.46599160205244 0.109135072464525 0.13392948992147 0.106511385241151 1 1 1 0.0032293376028878 0.00490698067898018 0.847288976818831 1.63986495234458 0.835340123323104
0.490001363416233 0.774868137585109 0.35023303623773 0.116375416370373 0.101164903858921 0.114221207488118 1 1 1 684 588 360 0.345812164010844 0.581712221157681 0.278960676605759 0.111700460330531 0.131620929883179 0.110402607310908 1 1 1 0.00321682488935354 0.00598848327495378 0.85681909248852 2.81222141509977 0.922112938281494
0.494240532956325 0.667742689871097 0.539232128321215 0.0777057707314331 0.090074499204009 0.0701988258481139 1 1 1 1122 1381 1033 0.478890781930018 0.227463354315923 0.596332119974011 0.105506816308249 0.137397943332491 0.109878849506905 1 1 1 0.00265265297373694 0.00579170400289214 0.945633383356401 1.79656406095604 0.939509486410748
0.641517158782486 0.422340271130756 0.616744555928291 0.0851096872115347 0.119743663929009 0.0901987178202858 1 1 1 1147 1763 1069 0.579883462314301 0.317275656921424 0.494057270955381 0.120019428718075 0.137100413466744 0.124503252277513 1 1 1 0.00253009586499313 0.00449696253026053 0.94169165579753 1.86444176130201 0.955630101347541
0.382169385746145 0.587081810094343 0.693199219084692 0.0980958022846761 0.108545848214434 0.0857820191547894 0 1 1 1808 1388 1370 0.406480499699221 0.434285363996919 0.463759854141533 0.107358211938344 0.131687632735021 0.113099658849976 1 1 1 0.00462355312007141 0.00764018570667684 0.849724455934461 1.63703601714102 0.916448288040674
0.559778975713833 0.581324181439179 0.561007059700682 0.0895445487541803 0.120503882681503 0.107004012792073 1 1 1 1496 1526 847 0.491005801072856 0.337794608523642 0.412200020749612 0.10351001163878 0.135363374171947 0.112050514483114 1 1 1 0.00320234873017107 0.00481887436360605 0.653261581673846 1.9230027230093 0.703032501023021
0.459325111568011 0.723423126579002 0.501851386349067 0.0701793147607654 0.0679014969084116 0.0655157641085992 1 1 1 1100 587 842 0.318612023503121 0.650374160171806 0.516492303114715 0.111569808630948 0.142137881767924 0.106616358516576 1 1 1 0.00293022526960354 0.00502712011802652 0.915348629566579 1.78764143305676 0.940041820513426
0.656961840928505 0.571924956268279 0.462815334740547 0.0920630210792386 0.106129637044491 0.0858640094153318 1 1 1 888 718 557 0.451600133648507 0.574662175593495 0.431998245732545 0.11886842860428 0.136712521743126 0.109195732675823 1 1 1 0.00308042228061766 0.00446757104766299 0.674558761118592 2.29823923371361 0.79367675900954
0.630572139566863 0.370718071678115 0.664209972598355 0.0840027054454606 0.111602232290093 0.0653179312758944 1 1 1 795 1252 845 0.593144937340274 0.277049811431943 0.561397359802867 0.110961766359199 0.13499913268101 0.101155047312022 1 1 1 0.00340447694609274 0.00493729619241909 1.06393676206701 1.99072090108315 1.00294094656577
0.462248706651868 0.591121939445577 0.627028088319519 0.109060652674093 0.142240770569532 0.107800911471347 1 1 1 724 372 893 0.377687855838404 0.504791133085056 0.435241844831626 0.103463614903228 0.131974107907881 0.119527561708455 1 1 1 0.00552675034647778 0.00555033556001795 0.738758995481041 1.77129233308951 0.968069572997885
0.503650046835586 0.691387461870695 0.487815054467346 0.0993137574993076 0.0966554896578319 0.105634111127941 1 1 1 1533 1818 2039 0.43885628041909 0.445204281373509 0.432329939693178 0.104358795383903 0.125415675391739 0.110357244333445 1 1 1 0.0039017457575584 0.00561137362257257 0.843599610974517 1.99195193474663 0.87363228865151
0.458567357554583 0.680744893992635 0.54860207258942 0.0932377198508221 0.0985993678646989 0.0832427907397759 1 1 1 938 938 733 0.327287623586921 0.540174929989082 0.468261604912701 0.109454620454118 0.134808629847006 0.100042980164203 1 1 1 0.00580238251581588 0.00492044952921516 0.771839543174245 1.49476737932219 0.734183946103764
0.524905783101443 0.743106573074638 0.390068420957624 0.08577849876411 0.0776989682574128 0.0819946091043481 1 1 0 1198 1096 1424 0.361233823993218 0.575858088291938 0.37382079280911 0.102560415016042 0.138376294692049 0.101279079078036 1 1 1 0.00293553563713093 0.00471420712155508 0.767703880076636 1.97533816210994 0.857093981122601
0.452557954961091 0.708168404626214 0.506877857389593 0.10183201167953 0.117132567419474 0.112619012762068 1 1 1 1047 1199 1046 0.308694978733272 0.624576059397766 0.317848688983894 0.115659457835664 0.129102883199648 0.10579879124359 1 1 1 0.00341848440311322 0.00469854468299483 0.607377447473804 1.88109681384719 0.837289669299658
0.68857480152482 0.50731061333066 0.479166138689671 0.0842738574304593 0.152655043085593 0.092220269846338 1 1 1 934 106 1320 0.432373699671886 0.515801189552644 0.367869086116425 0.113714973365637 0.130196009761109 0.105447908397165 1 1 1 0.00384831098274198 0.00547006695618949 1.01086394528665 1.8200964313721 1.0112094695394
0.657763394812608 0.556102499442435 0.485488874802583 0.0797420234786387 0.0974382861847924 0.0809349735791788 1 1 1 1076 1061 1211 0.485249078107242 0.552006723827681 0.3576586494555 0.114321115756701 0.130610836896465 0.11491991665152 1 1 1 0.00399321744312621 0.00471447133459656 1.04698049146502 1.97984273984669 0.917715124027823
0.734735298225454 0.474212676377616 0.455495382015766 0.0828934454311564 0.113308814177668 0.0900393232062723 1 1 1 816 996 939 0.474401438730706 0.469476628515038 0.263287223328703 0.113760070612129 0.132778913754112 0.101534610219684 1 1 1 0.00357717388736876 0.00590821554431384 0.751527081637587 0.790747466071366 0.747619500607873
0.489127968786168 0.68049890782017 0.511652673544185 0.10016649601423 0.11386032246702 0.113569723963907 1 1 1 964 703 917 0.285303944834602 0.661130732657081 0.261544092363336 0.101422072878448 0.128243087859503 0.102296274237254 1 1 1 0.00212517444089372 0.00620280880031811 0.86157157921099 1.61603605965851 0.992551199574815
0.312015599125274 0.751305077297172 0.568849942346027 0.0762060028861098 0.0680789877381506 0.0644843892779987 0 0 1 659 871 410 0.267143022140027 0.597238081961093 0.371748612114192 0.111364286527628 0.137125771508995 0.116975822358389 1 1 1 0.0046797046570104 0.00552082814455299 0.666143429728173 1.77573600948831 0.744323820939284
0.652931630698005 0.435635635098141 0.597630532626367 0.0913123240392407 0.121536417880027 0.0603097896272406 1 1 1 21 245 189 0.472756775651123 0.253096757765455 0.475119967482397 0.102820624787758 0.13310019797869 0.10488599929297 1 1 1 0.00467736779788223 0.00501604062066578 0.938646144958632 1.87658876208333 0.84085421041805
0.536623463636325 0.495386177347569 0.665473236268173 0.070499975456982 0.112745223934953 0.0780857099387744 1 1 1 1058 1530 811 0.396112977269433 0.567722016319832 0.533787904015839 0.103573465924184 0.134214465441137 0.108541398864438 1 1 1 0.00411978225121621 0.00433853723475239 0.723275226446384 1.78208072219305 0.760469144423227
0.617821849968606 0.328579219761868 0.696702663677535 0.0767235975172525 0.12247363851469 0.0636960736054284 1 0 1 140 889 179 0.60947559746363 0.138319169853938 0.598694633950647 0.123447759152336 0.134348178636505 0.114460796891567 1 1 1 0.00296212039549723 0.00592686462860173 0.812711610472695 1.39334463427871 0.836939345765165
0.612033625666217 0.54652968825109 0.54419326190406 0.0805740723220814 0.119216517534244 0.0993816924724561 1 1 1 333 222 772 0.5587442557893 0.3363388852193 0.335641617592424 0.107067976611813 0.142078009848382 0.118019447277963 1 1 1 0.00312540982375097 0.00597019835043903 0.842707066305055 1.56299600828296 0.841824907695925
0.538629133962387 0.6538900626727 0.503529463294327 0.0899183435991182 0.110218411836457 0.0924029636138209 1 1 1 262 798 67 0.410281875789885 0.390569880814975 0.414189085986235 0.111726507498991 0.13810297370416 0.106983887638887 1 1 1 0.00296248289092264 0.00572181944723755 1.02487038577512 1.97277609074815 1.01475942507517
0.507802984190958 0.579282624699274 0.6205126372797 0.0799236871123048 0.0964329531506606 0.076486018557628 1 1 1 386 653 632 0.325803441204909 0.615060416674449 0.428028554964397 0.114850580273975 0.137058290706084 0.111156367249776 1 1 1 0.00290575224123918 0.00466545039252038 0.910792322993386 1.40544773345519 0.873367942541204
0.526389075099208 0.690747594988029 0.474192805907743 0.0810130919290594 0.087501639885104 0.0819088431884368 1 1 1 608 772 532 0.44815719809825 0.453287758897985 0.437713474162018 0.112808973343934 0.13516104792896 0.111809942833215 1 1 1 0.00233323200786201 0.0052279199513293 0.722936828649078 2.39893945755246 0.952121971522609
0.602111403444839 0.522110036670495 0.587383391425274 0.0808660857442927 0.0881325975261845 0.0744446272562554 1 1 1 645 801 638 0.423590886308992 0.488909092434809 0.507475932057411 0.113731584232032 0.144898221555387 0.119226301876187 1 1 1 0.00259765021503898 0.0052506052434202 0.583920444035162 1.19059132697397 0.667037300165511
0.588569006553921 0.603643977525646 0.506987450464433 0.0968562968300917 0.12832279810633 0.0795258341893215 1 1 1 1084 2197 1146 0.437117239654396 0.431307074573626 0.355668417466935 0.112321544012203 0.155830068220272 0.114662942596605 1 1 1 0.00237803440936902 0.0063398212315329 0.736123138286223 1.23406360964593 0.780703835079844
0.472219890204151 0.538381598429872 0.682050453627752 0.0831197641979502 0.10662980012455 0.0607247113944718 1 1 1 1012 1143 640 0.400734150344931 0.323730003525307 0.629948596008425 0.109117850846221 0.143023306278469 0.111064008002536 1 1 1 0.00382216239374326 0.00535411134379879 0.786686410300675 1.47143146985085 0.746341806186359
0.568638798484094 0.436588125760188 0.662464170635913 0.114754209235447 0.168003854520206 0.0761572235125209 1 1 1 923 401 345 0.435118278619605 0.344965943587422 0.517585953437898 0.125632215374768 0.14302439950211 0.11315910044543 1 1 1 0.0036728283899845 0.00509859684088418 0.954295884439817 1.94216648008841 0.93391744511509
0.728050030271325 0.331952765598918 0.578322586322272 0.0691992172607432 0.118285337303738 0.0807457320766749 1 0 1 559 1527 500 0.663196978053253 0.260126355214915 0.418948346063207 0.115905285567408 0.141018066109538 0.104512616109157 1 1 1 0.00404074210268137 0.00704230246691951 1.21442275381184 2.07812699040176 1.16904554177754
